deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
830,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,488c(i),22459b,,3,3,"The paratextual material in this edition exists in two states: Greg 488c(ii) contains a speech, not present in Greg 488c(i), by Genius to the King and Queen, the intended position of which is uncertain (in some copies it is before A1, while in other copies it is after the last page). See also Greg ",Q3,"3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, of <i>Grayes-Inne</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third. 1633.","[in single column] ————Primum | Hunc Arethusa mihi. ———","The third Impression. ... <i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley of Gray's inn gent the third impression primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
831,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,488c(ii),22459b,,3,3,"The paratextual material in this edition exists in two states: Greg 488c(ii) contains a speech, not present in Greg 488c(i), by Genius to the King and Queen, the intended position of which is uncertain (in some copies it is before A1, while in other copies it is after the last page). See also Greg ",Q3,"3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, of <i>Grayes-Inne</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third. 1633.","[in single column] ————Primum | Hunc Arethusa mihi. ———","The third Impression. ... <i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley of Gray's inn gent the third impression primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
832,,"The Noble Spanish Soldier (The Noble Soldier, or A Contract Broken Justly Revenged)",,1634,1634,1622,1622,1634,"Single-Play Playbook",None,490a,21416,,1,1,,Q1,"1 quarto",32,,,,Yes,,Yes,,,Yes,,,"May 16, 1631: Entered to John Jackman: ""a Tragedy called The noble Spanish Souldier by Tho: Deckar.""<br />Dec 9, 1633: Entered to Nicholas Vavasour: ""a Tragedy called The Noble Spanish soldior written by m<sup>r</sup> Decker"".",Quarto,,"THE NOBLE SOVLDIER. <i>OR</i>, A CONTRACT BROKEN, JUSTLY REVENG'D. <i>A TRAGEDY</i>.","<i>Written by</i> S. R.",,"[in single column] ———— <i>Non est, Lex Iustior Vlla</i>, | <i>Quam Nescis  Artifices, Arte perire Sua.</i>","<i>LONDON:</i> Printed for <i>Nicholas Vavasour</i>, and are to be sold at his shop in the <i>Temple</i>, neere the Church. 1634.",,,,,"""The Printer to the Reader"" signed ""N V."" [<i>sic</i>] (Nicholas Vavasour, publisher) [A3r]",,,,"""Drammatis Personæ"" [A4r]",,,"The noble soldier or a contract broken justly revenged a tragedy written by S.R. non est lex iustior ulla quam nescis artifices arte perire sua London printed for Nicholas Vavasour and are to be sold at his shop in the temple near the church 1634","Adult Professional","Dekker, Thomas",Pseudo-History,,"Beale, John","Vavasour, Nicholas",,Unknown,,"W.11 (Fleet St. - Inner Temple / Temple Church)"
833,5149.05,"Perkin Warbeck",,1634,1634,1633,"1633 [c.1625-1634]",1634,"Single-Play Playbook",Indoor,491a(*),11157,,1,1,"Leaf L1 exists in two states, with minor differences: in Greg 491a(*), L1v has two rows of ornaments above the epilogue; in Greg 491a(†), it has three rows. See also Greg ",Q1,"1 quarto (bibliographically independent and in collection)",41,,Yes,Yes,,,Yes,,,,,,"Feb 24, 1634: Entered to Hugh Beeston: ""(observing the caution in the License) a Tragedy called Perkin Warbecke by Io: fford"".",Quarto,,"THE CHRONICLE HISTORIE <i>OF</i> P<small>ERKIN</small> W<small>ARBECK</small>. A Strange Truth.",,"Acted (some-times) by the Queenes M<small>AIESTIES</small> Servants at the <i>Phœnix</i> in <i>Drurie</i> lane.","<i>Fide Honor</i>.","L<small>ONDON</small>, Printed  by <i>T. P.</i> for <i>Hugh Beeston</i>, and are to be sold at his Shop, neere  the <i>Castle</I> in <i>Cornehill</i>. 1634.",,,"""The Epistle Dedicatorie"" <i>to</i>: William Cavendish (1st Duke of Newcastle upon Tyne); <i>from</i>: John Ford [A2r]","5: by ""George Donne""; ""Ra: E'ure""; ""George Crymes""; ""Iohn Brograue""; ""Iohn Ford"" [A3r]",,,,,"""The Persons presented"" [A1v]",,,"The chronicle history of Perkin Warbeck a strange truth acted sometimes by the queen's majesty's servants at the Phoenix in Drury lane fide honor London printed by T.P. for Hugh Beeston and are to be sold at his shop near the castle in Cornhill 1634","Adult Professional","Ford, John",History,,"Purfoot, Thomas (2)","Beeston, Hugh","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"O.7 (Royal Exchange - Castle Tavern)"
834,,"Perkin Warbeck",,1634,1634,1633,"1633 [c.1625-1634]",1634,"Single-Play Playbook",Indoor,491a(†),11157,,1,1,"Leaf L1 exists in two states, with minor differences: in Greg 491a(*), L1v has two rows of ornaments above the epilogue; in Greg 491a(†), it has three rows. See also Greg ",Q1,"1 quarto (bibliographically independent and in collection)",41,,Yes,Yes,,,Yes,,,,,,"Feb 24, 1634: Entered to Hugh Beeston: ""(observing the caution in the License) a Tragedy called Perkin Warbecke by Io: fford"".",Quarto,,"THE CHRONICLE HISTORIE <i>OF</i> P<small>ERKIN</small> W<small>ARBECK</small>. A Strange Truth.",,"Acted (some-times) by the Queenes M<small>AIESTIES</small> Servants at the <i>Phœnix</i> in <i>Drurie</i> lane.","<i>Fide Honor</i>.","L<small>ONDON</small>, Printed  by <i>T. P.</i> for <i>Hugh Beeston</i>, and are to be sold at his Shop, neere  the <i>Castle</I> in <i>Cornehill</i>. 1634.",,,"""The Epistle Dedicatorie"" <i>to</i>: William Cavendish (1st Duke of Newcastle upon Tyne); <i>from</i>: John Ford [A2r]","5: by ""George Donne""; ""Ra: E'ure""; ""George Crymes""; ""Iohn Brograue""; ""Iohn Ford"" [A3r]",,,,,"""The Persons presented"" [A1v]",,,"The chronicle history of Perkin Warbeck a strange truth acted sometimes by the queen's majesty's servants at the Phoenix in Drury lane fide honor London printed by T.P. for Hugh Beeston and are to be sold at his shop near the castle in Cornhill 1634","Adult Professional","Ford, John",History,,"Purfoot, Thomas (2)","Beeston, Hugh","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"O.7 (Royal Exchange - Castle Tavern)"
835,,"The Two Noble Kinsmen",,1634,1634,1613,"1613 [1613-1614]",1634,"Single-Play Playbook",Indoor,492a,11075,,1,1,,Q1,"1 quarto",46,,,,,,,,,,,,"Apr 8, 1634: Entered to John Waterson: ""a TragiComedy called the two noble kinsmen by Io: ffletcher & W<sup>m</sup>. Shakespeare"".<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... The Noble kinsman ... by M<sup>r</sup> fflesher"".",Quarto,,"THE TWO NOBLE KINSMEN:","Written by the memorable Worthies of their time; { M<sup>r</sup>. <i>John Fletcher</i>, and | M<sup>r</sup>. <i>William Shakspeare</i>. } Gent.","Presented at the Blackfriers by the Kings Maiesties servants, with great applause:",,"Printed at <i>London</i> by <i>Tho. Cotes</i>, for <i>Iohn Waterson:</i> and are to be sold at the signe of the <i>Crowne</i> in <i>Pauls</i> Church-yard. 1634.",,,,,,,,,,,,"The two noble Kinsmen presented at the blackfriars by the king's majesty's servants with great applause written by the memorable worthies of their time Mr. John Fletcher and Mr. William Shakespeare gent Printed at London by Tho. Cotes for John Waterson and are to be sold at the sign of the crown in Paul's Churchyard 1634","Adult Professional","Fletcher, John; Shakespeare, William",Tragicomedy,,"Cotes, Thomas","Waterson, John","King's Men","King's Men",,"A.5 (Paul's Churchyard - Cheap Gate Area)"
836,,"A Maidenhead Well Lost",,1634,1634,1633,"1633 [c.1625-1634]",1634,"Single-Play Playbook",Indoor,493a,13357,,1,1,,Q1,"1 quarto",36,"Woodcut on title page in two sections: at left, four men and a fool surround a table on which rests an open box containing a baby, while at right, a man and woman kiss",,,Yes,,Yes,,,Yes,,"The title-page woodcut appears again later in the book [H3r]","Jun 25, 1634: Entered to Nicholas Okes: ""a play called A Maidenhead well lost"".",Quarto,,"A Pleasant Comedy, called A MAYDEN-HEAD WELL LOST.","<i>Written by</i> T<small>HOMAS</small> H<small>EYWOOD</small>.","As it hath beene publickly Acted at the <i>Cocke-pit in Drury-lane, with much Applause: By her</i> Maiesties <i>Seruants</i>.","<i>Aut prodesse solent, aut delectare</i>.","LONDON,  Printed by <i>Nicholas Okes</i> for <i>Iohn Iackson</i> and <i>Francis Church</i>,  and are to be sold at the <i>Kings Armes</i> in <i>Cheape-side</i>. 1634.",,,,,"""To the Reader"" signed ""Thomas Heywood"" [A3r]",,,,"""Dramatis Personæ"" [A4r]",,,"A pleasant comedy called a maidenhead well lost as it hath been publicly acted at the cockpit in Drury lane with much applause by her majesty's servants written by Thomas Heywood aut prodesse solent aut delectare London printed by Nicholas Okes for John Jackson and Francis Church and are to be sold at the king's arms in Cheapside 1634","Adult Professional","Heywood, Thomas",Comedy,,"Okes, Nicholas","Church, Francis; Jackson, John (2)","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"N.1 (Cheapside - Unlocated)"
837,,"The Late Lancashire Witches",,1634,1634,1634,1634,1634,"Single-Play Playbook",Outdoor,494a,13373,,1,1,,Q1,"1 quarto",42,,,,,,,,,Yes,,"""Song. II. Act."" [L4r]","Oct 28, 1634: Entered to Benjamin Fisher: ""a Play called The Witches of Lancasheire &c"".<br />Mar 27, 1637: Transferred from Benjamin Fisher to Robert Young (by deed of marriage): ""The witches of Lancasheire the play.""<br />Jun 14, 1642: Transferred from Robert Young to Miles Flesher (a half interest): ""The witches of Lancasheire the play.""<br />Jul 22, 1644: Transferred from Robert Young decd. to James Young (his part): ""(Salvo iure cuiuscunq<i>ue</i>) ... [his part] of the Witches of Lancasheire. a play.""",Quarto,,"The late Lancashire WITCHES. A well received Comedy,","WRITTEN, By T<small>HOM</small>.  H<small>EYWOOD</small>, AND R<small>ICHARD</small> B<small>ROOME</small>.","lately Acted at the <i>Globe</i> on the <i>Banke-side</i>,  by the Kings Majesties Actors.","<i>Aut prodesse solent, aut delectare</i>.","LONDON,  Printed by <i>Thomas Harper</i> for <i>Benjamin Fisher</i>, and are to be sold  at his Shop at the Signe of the <i>Talbot</i>, without <i>Aldersgate</i>. 1634.",,,,,,,,,,,,"The late Lancashire witches a well received comedy lately acted at the globe on the bankside by the king's majesty's actors written by Thom. Heywood and Richard Brome aut prodesse solent aut delectare London printed by Thomas Harper for Benjamin Fisher and are to be sold at his shop at the sign of the Talbot without Aldersgate 1634","Adult Professional","Heywood, Thomas; Brome, Richard","Topical Play",,"Harper, Thomas","Fisher, Benjamin","King's Men","King's Men",,"F.2 (Aldersgate Without - Aldersgate St.)"
838,,"The Triumphs of Fame and Honor",Honour,1634,1634,1634,"1634 [Oct 29]",1634,"Single-Play Playbook",None,495a,23808,,1,1,,Oc1,"1 octavo",16,,Yes,,,,,,,,,,"Oct 14, 1634: Entered to Henry Gosson: “the Booke of the Lord Mayours show for this yeare 1634. By Master. [John] Taylor”",Octavo,"The Stationers’ Register entry for this play is not listed in W.W. Greg, <i>A Bibliography of the English Printed Drama to the Restoration</i>, 4 vols. (London: Bibliographical Society, 1939-59); or in the <i>STC</i>, but it is in Edward Arber, <i>A Transcript of the Registers of the Company of Stationers of London, 1554-1640</i>, 5 vols, (1875-1894; Gloucester: Peter Smith, 1967).","THE TRIVMPHS OF F<small>AME</small> and H<small>ONOVR</small>: OR THE NOBLE  ACcomplish'd solemnity, full of Cost, Art and state, at the Inauguration and Establishment of the true worthy and right nobly minded <i>ROBERT PARKHVRST</i>, into the Right Honourable  office of Lord <i>Maior</i> of LONDON. The particularities of every Invention in all the Pageants, Shewes and Triumphs both by Water and Land, are here following fully set downe, ","Written by <i>Iohn Taylor</i>.","being all performed by the Loves, Liberall Costs, and charges of the Right Worshipfull and worthy Brother-hood of the Cloth-workers the 29 of October 1634.",,"Imprinted at London 1634.",,,"""The Epistle dedicatory"" (in verse) <i>to</i>: Robert Parkhurst, Lord Mayor; <i>from</i>: John Taylor (unsigned) [A3r]",,,,,,,,,"The triumphs of fame and honor or the noble accomplished solemnity full of cost art and state at the inauguration and establishment of the true worthy and right nobly minded Robert Parkhurst into the right honorable office of lord mayor of London the particularities of every invention in all the pageants shows and triumphs both by water and land are here following fully set down being all performed by the loves liberal costs and charges of the right worshipful and worthy brotherhood of the cloth workers the 29 of October 1634 written by John Taylor Imprinted at London 1634 ",Occasional,"Taylor, John","Civic Pageant",,[unknown],"Gosson, Henry",,,,
839,,"Coelum Britannicum",,1634,1634,1634,"1634 [Feb 18]",1634,"Single-Play Playbook",None,496a,4618,,1,1,,Q1,"1 quarto, 3 octavos in collection",20,,,,,,,Yes,,Yes,,,,Quarto,"The masque was performed on Feb 18, 1634, so the date in the performance attribution on the title page follows the legal reckoning.","<i>Cœlum Britanicum</i>. A MASQUE",,"<i>AT</i> WHITE-HALL IN THE BANQVETTING-HOVSE,  ON SHROVE-TVESDAY-NIGHT, THE 18. of <i>February</i>, 1633.","[in single column] <i>Non habeo ingenium</i>; Cæsar <i>sed jussit</i>: <i>habebo</i>.  |   <i>Cur me posse negem, posse quod ille putat</i>?","<i>LONDON</i>:  Printed for <i>Thomas Walkley</i>, and are to be sold at his Shop neare <i>White-Hall</i>,  1634.",,,,,,,,,,"""The Names of the Masquers"" [F2r]; ""The names of the young Lords and Noblemens Sonnes"" [F2r]",,"Coelum Britannicum a masque at Whitehall in the Banqueting house on Shrove Tuesday night the 18 of February 1633 Non habeo ingenium Caesar sed iussit habebo cur me posse negem posse quod ille putat London printed for Thomas Walkley and are to be sold at his shop near Whitehall 1634",Occasional,"Carew, Thomas",Masque,,[unknown],"Walkley, Thomas",,,,"X.15 (Westminster - Whitehall)"
840,,"The Temple of Love",,1634,1634,1635,"1635 [Feb 10]",1634,"Single-Play Playbook",None,497a(*),14719,,1,1,"The title page exists in two states: in 497a(*), Davenant's name is in smaller type than Jones's, and ""Majesties"" is spelled out; in 497a(†), Jones's and Davenant's names are in the same size type, and ""Ma<sup>ties</sup>"" is abbreviated. See also Greg ",Q1,"1 quarto",13,,,,,Yes,,Yes,,,,,"Mar 6, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""The Temple of Love a Masque at Whitehall on Shrove Tuesday 1634. ... all written by S<sup>r</sup> Will</i>ia</i>m Davenant.""",Quarto,"The masque was performed on Feb 10, 1635, so the title page dates follow the legal reckoning.","THE TEMPLE <i>OF</i> LOVE. A Masque.","By <i>Inigo Iones</i>, Surveyour of his Majesties  Workes; and <I>William Davenant</i>, her Majesties Servant.","Presented by the Q<small>VEENES</small> Majesty, and her Ladies, at <i>White-hall</i> on  Shrove-Tuesday, 1634.",,"<i>LONDON:</i> Printed for <i>Thomas Walkley</i>, and are to be sold at his Shop neare <i>White-hall</i>.  1634.",,,,,,,,,,"""The Masquers Names"" [D2r]; ""The Lords and others that presented the Noble Persian Youths"" [D2r]","""The Argument"" [A2r]","The temple of love a masque presented by the queen's majesty and her ladies at Whitehall on Shrove Tuesday 1634 by Inigo Jones surveyor of his majesty's works and William Davenant her majesty's servant London printed for Thomas Walkley and are to be sold at his shop near Whitehall 1634",Occasional,"Davenant, William",Masque,,[unknown],"Walkley, Thomas",,,,"X.15 (Westminster - Whitehall)"
